1653,forte,"a person's strong suit, talent, or skill"
1654,fortuitous,"happening or produced by chance, accidental"
1655,fourth,being one of four equal parts
1656,fractious,refractory or unruly
1657,fragile,easily broken or destroyed and often of subtle structure
1658,frantic,"desperate or wild with excitement, passion, fear, pain, etc"
1659,fraternal,of brothers (fraternal twins)
1660,fraudulent,"dishonest, based on fraud or deception"
1661,fraught,filled or charged
1662,frenetic,"frantic, frenzied"
1663,fretful,"irritable, bad-tempered, grumpy or peevish"
1664,frightful,frightened
1665,frigid,"very cold, lacking warmth, icy"
1666,frivolous,"silly, especially at an inappropriate time"
1667,frolicsome,"given to frolicking, playful"
1668,frontal,"of, in, or at the front"
1669,frontier,"lying on the exterior part, bordering"
1670,froward,"willfully contrary, not easily managed"
1671,frowzy,"dirty and untidy, slovenly"
1672,frugal,avoiding unnecessary expenditure either of money
1673,fugacious,"fleeting, fading quickly, transient"
1674,fulsome,"offensive to good taste, especially as being excessive"
1675,fundamental,pertaining to the foundation or basis
1676,fungible,being of such nature or kind as to be freely exchangeable
1677,fungous,"of or pertaining to a fungus, fungal"
1678,furrier,"comparative form of furry, more furry"
1679,furtive,"taken, done, used, etc , surreptitiously or by stealth"
1680,fusible,able to be fused or melted
1681,futile,"incapable of producing any result, ineffective, useless"
1682,futurist,in the style of futurism
1683,gaily,"merrily, joyfully"
1684,gallant,"brave, valiant"
1685,galore,in abundance
1686,galvanic,"of or pertaining to galvanism, electric"
1687,gargantuan,of the giant gargantua or his appetite
1688,garish,"overly ostentatious, so colourful as to be in bad taste"
1689,garrulous,"excessively talkative, rambling"
1690,gaseous,"relating to, or existing as, gas"
1691,gastric,of or relating to the stomach
1692,gauche,"awkward or lacking in social graces, bumbling"
1693,gaunt,"lean, angular, and bony"
1694,generic,"very comprehensive, pertaining or appropriate to big groups"
1695,genial,"warmly and pleasantly cheerful, cordial"
1696,genital,"of, or relating to biological reproduction"
1697,genitive,the case which expresses origin or possession (grammar)
1698,genteel,polite and well-mannered
1699,gentile,non-jewish
1700,germane,related to the topic being discussed or considered
1701,germinal,pertaining or belonging to a germ
1702,ghastly,horrifyingly shocking
1703,ghoulish,of or pertaining to ghouls
1704,giddy,to make dizzy or unsteady
1705,gigantic,very large
1706,gingerly,with great care or caution
1707,glacial,"of, or relating to glaciers"
1708,globose,having a globular form
1709,globular,roughly spherical in shape
1710,glorious,"attributes, qualities, or acts that are worthy of glory"
1711,glutinous,"glue-like, sticky, viscid"
1712,gluttonous,"given to excessive eating, prone to overeating"
1713,gnarled,knotty and misshapen
1714,gordian,resembling the gordian knot in intricacy
1715,gothic,a style of architecture from the mid-12th century
1716,graceless,without grace
1717,grandiloquent,"overly wordy, pompous, flowery, or elaborate"
1718,grandiose,"large and impressive, in size, scope or extent"
1719,granular,"consisting of, or resembling, granules or grains"
1720,gratis,"free, without charge"
1721,gratuitous,"being without apparent reason, cause, or justification"
1722,gregarious,"fond of the company of others, sociable"
1723,grievous,"causing grief, pain or sorrow"
1724,grisly,"horrifyingly repellent, terrifying, gruesome"
1725,gritty,"containing sand or grit, full of hard particles"
1726,grotesque,"distorted and unnatural in shape or size, abnormal, hideous"
1727,gruff,"to have a rough, surly, or harsh nature"
1728,guileless,"sincere, honest, straightforward, frank"
1729,gullible,easily deceived or cheated
1730,gustatory,"of, or relating to, the sense of taste"
1731,habitable,"safe and comfortable, fit for habitation"
1732,habitual,"behaving in a regular manner, as a habit"
1733,hackneyed,"made commonplace or trite, stale"
1734,haggard,"looking exhausted and unwell, in poor condition"
1735,halcyon,"calm, peaceful, tranquil"
1736,hale,"free from disease or infirmity, robust, vigorous"
1737,haphazard,"random, chaotic, incomplete, not thorough"
1738,hapless,"unlucky, luckless, unfortunate"
1739,hard-hearted,"unfeeling, unmerciful, pitiless"
1740,hardy,"having rugged physical strength, inured to fatigue"
1741,harmonious,"marked by agreement in feeling, attitude, or action"
1742,harrowing,"extremely disturbing or distressing, grievous"
1743,haughty,"disdainfully proud, snobbish, scornfully arrogant"
1744,headstrong,"determined to do as one pleases, and not as others want"
1745,heartrending,"that causes great grief, anguish or distress"
1746,heathenish,somewhat like a heathen
1747,heinous,"hateful, odious, abominable, totally reprehensible"
1748,herbaceous,"of, pertaining to, or characteristic of an herb"
1749,herbivorous,feeding only on plants
1750,herculean,"requiring the great strength of a hercules, hard to perform"
1751,hereditary,passing naturally from parent to offspring through the genes
1752,heretical,of or pertaining to heresy or heretics
1753,hermetic,made airtight by fusion or sealing
1754,hesitant,"tending to hesitate, wait, or proceed with caution"
1755,heterodox,religious teachings not different enough to be heretical
1756,heterogeneous,"diverse in kind or nature, composed of diverse parts"
1757,heteromorphic,having different forms in different stages of the life cycle
1758,hexangular,having six angles or corners
1759,hexapod,"having six feet, six-footed"
1760,hibernal,"of or pertaining to winter, brumal or hiemal"
1761,hibernian,"characteristic of ireland or its inhabitants, irish"
1762,hidebound,bound with the hide of an animal
1763,hideous,"frightful, shocking, extremely ugly"
1764,hindmost,"furthest behind or nearest the rear, last"
1765,hirsute,"hairy, shaggy"
1766,histrionic,"of, or relating to actors or acting"
1767,hoarse,"afflicted by a dry, quite harsh voice"
1768,hoary,white or gray with age
1769,homologous,showing a degree of correspondence or similarity
1770,hospitable,cordial and generous towards guests
1771,humane,having regard for the health and well-being of another
1772,humanitarian,having concern for or helping to improve people's welfare
1773,humble,"not proud or arrogant, modest"
1774,humdrum,"lacking variety, boring, dull"
1775,hydraulic,"operated by, or employing water or other liquids in motion"
1776,hydroelectric,generating electricity by using the energy of moving water
1777,hydrous,"containing combined water, hydrated"
1778,hypercritical,meticulously or excessively critical
1779,hypnotic,of or pertaining to hypnosis or hypnotism
1780,hypochondriac,an excessive preoccupation with and worry about one's health
1781,hypocritical,characterized by hypocrisy or being a hypocrite
1782,hypodermic,pertaining to parts under the skin
1783,hypothetical,"based upon a hypothesis, conjectural"
1784,ichthyic,"of, pertaining to, or like fish, piscine"
1785,idolatrous,worshipping idols
1786,idyllic,"of or pertaining to idylls, charmingly simple or rustic"
1787,ignoble,"not noble, plebeian, common"
1788,ignominious,"discreditable, humiliating"
1789,ill-natured,"bad-tempered, irritable or malevolent"
1790,illegitimate,born out of wedlock
1791,illiberal,"restrictive to individual choice and freedom, authoritarian"
1792,illicit,"lacking licitness, but not invalid"
1793,illimitable,"impervious to limitation, without limit"
1794,illiterate,unable to read and write
1795,illogical,"contrary to logic, lacking sense or sound reasoning"
1796,illusive,subject to or pertaining to an illusion
1797,illusory,"resulting from an illusion, deceptive, imaginary, unreal"
1798,illustrious,"highly distinguished, renowned, famous"
1799,imaginary,existing only in the imagination
1800,immaculate,"free from spot or stain, immaculately clean"
1801,immaterial,having no matter or substance
1802,immature,"not fully formed or developed, unripe"
1803,immeasurable,impossible to measure
1804,immense,"huge, gigantic, very large"
1805,immigrant,of or relating to immigrants or the act of immigrating
1806,imminent,"about to happen, occur, or take place very soon"
1807,immiscible,(of two or more liquids) that are not mutually soluble
1808,immoderate,"excessive or lacking, not consistent"
1809,immoral,"not moral, inconsistent with rectitude or good morals"
1810,immovable,"incapable of being physically moved, fixed"
1811,immune,"exempt, not subject to"
1812,immutable,"unchangeable, changeless"
1813,impalpable,"incapable of being perceived by touch, intangible"
1814,impartial,"treating all parties, rivals, or disputants equally, fair"
1815,impassable,"incapable of being passed over, crossed, or negotiated"
1816,impassible,"not allowing passage over, through, along, etc"
1817,impassioned,"filled with intense emotion or passion, fervent"
1818,impassive,"having, or revealing, no emotion"
1819,impeccable,"faultless, flawless, irreproachable"
1820,impecunious,"having little or no money, poor"
1821,impenitent,not feeling regret over one's sins
1822,imperative,essential
1823,imperceptible,"not perceptible, not detectable, too small to be observed"
1824,imperfectible,incapable of being made perfect
1825,imperial,"related to an empire, emperor, or empress"
1826,imperious,"domineering, arrogant, or overbearing"
1827,impermissible,"not permissible, not to be permitted or allowed"
1828,impersonal,"not personal, not having personality"
1829,impersuadable,"not to be persuaded, obstinate, unyielding"
1830,impertinent,"insolent, ill-mannered"
1831,imperturbable,"incapable of being upset or agitated, not easily excited"
1832,impervious,"not permitting penetration or passage, impenetrable"
1833,impetuous,"of, pertaining to, or characterized by sudden or rash action"
1834,impious,"not pious or religious, lacking reverence for god, etc"
1835,implacable,"not to be appeased, mollified, or pacified"
1836,implausible,"not plausible, unlikely, dubious"
1837,impliable,"not pliable, inflexible, unyielding"
1838,implicit,"implied indirectly, without being directly expressed"
1839,impolitic,"not in accordance with good policy, unwise, inexpedient"
1840,impotent,"lacking physical strength or vigor, weak"
1841,impracticable,"not practicable, impossible or difficult in practice"
1842,impromptu,"improvised, without prior preparation, unplanned"
1843,improper,"not proper, not strictly belonging, applicable, etc"
1844,improvident,"failing to provide for the future, reckless"
1845,imprudent,"not prudent, wanting in prudence or discretion, indiscreet"
1846,impudent,"lacking discretion, incautious, rash"
1847,impure,"not pure, mixed with extraneous matter, contaminated"
1848,in medias res,"in the midst of things, to begin in the middle of the action"
1849,inaccessible,"not able to be accessed, out of reach, inconvenient"
1850,inaccurate,"mistaken or incorrect, not accurate"
1851,inactive,"not active, temporarily or permanently"
1852,inadequate,"not adequate, unequal to the purpose, insufficient"
1853,inadmissible,"not admissible, cannot be admitted as evidence at a trial"
1854,inadvertent,unintentional
1855,inadvisable,"unwise, not recommended, not prudent, not to be advised"
1856,inalienable,"incapable of being alienated, surrendered, or transferred"
1857,inane,"lacking sense/meaning, to the point of boredom or annoyance"
1858,inanimate,lacking the quality or ability of motion
1859,inapprehensible,"that cannot be apprehended, not apprehensible"
1860,inapt,"not apt, unsuitable, inept"
1861,inarticulate,"lacking the ability to express oneself, esp. through speech"
1862,inaudible,not able to be heard or not loud enough to be heard
1863,inauspicious,"not auspicious, ill-omened, unfortunate, unlucky"
1864,inborn,"naturally present at birth, innate"
1865,inbred,resulting from or involved in inbreeding
1866,incarnate,"embodied in flesh, given a bodily, especially a human, form"
1867,incendiary,capable of causing fire
1868,inceptive,"beginning, of or relating to inception"
1869,incessant,"continuing without interruption, ceaseless, unending"
1870,inchoate,not yet completed or fully developed
1871,inchoative,"at the beginning, still in an unformed state"
1872,incident,"arising as the result of an event, inherent"
1873,incidental,"loosely associated, existing as a by-product, tangent"
1874,incipient,"a beginning, or first stage"
1875,incisal,relating to the cutting edge of the incisor and cusped teeth
1876,incisive,"penetrating, cutting, biting, trenchant"
1877,inclement,"stormy, of rough weather"
1878,inclusive,the stated limit or extreme in consideration
1879,incoercible,"not to be coerced, incapable of being compelled or forced"
1880,incoherent,"not coherent, not in a consistent fashion"
1881,incombustible,"not capable of catching fire and burning, not flammable"
1882,incomparable,so much better than another as to be beyond comparison
1883,incompatible,"of two things, impossible to coexist, irreconcilable"
1884,incompetent,"unskilled, lacking normally expected degree of ability"
1885,incomplete,"not complete, not finished, not having all its parts"
1886,incomprehensible,impossible or very difficult to understand
1887,incompressible,not compressible
1888,inconceivable,"unable to be conceived, unbelievable"
1889,incongruous,"out of keeping or place, inappropriate, unbecoming"
1890,inconsequential,"having no consequence, of little importance"
1891,inconsiderable,too trivial or unimportant to be worthy of attention
1892,inconsistent,not consistent
1893,inconspicuous,not prominent or easily noticeable
1894,inconstant,"not constant, wavering"
1895,incontrovertible," not open to question or dispute, indisputable"
1896,inconvenient,not convenient
1897,incorrigible,"not corrigible, bad beyond correction or reform"
1898,incredulous,"skeptical, disbelieving, or unable to believe"
1899,incumbent,"holding an indicated position, role, office, etc"
1900,indefatigable,extremely persistent and untiring
1901,indefensible,"not defensible, not capable of being defended, vulnerable"
1902,indefinite,"not definite, without fixed or specified limit"
1903,indelible,"making marks that cannot be erased, removed, or the like"
1904,indescribable,"impossible, or very difficult to describe"
1905,indestructible,"not destructible, incapable of being destroyed, invincible"
1906,indifferent,"not caring, apathetic"
1907,indigenous,"born or engendered in, native to a land or region"
1908,indigent,"lacking food, clothing, etc because of poverty"
1909,indigestible,difficult or impossible to digest
1910,indignant,"showing anger or indignation, esp. at something unjust"
1911,indiscernible,"not discernible, that cannot be seen or perceived clearly"
1912,indiscreet,"not discreet, lacking prudence or circumspection"
1913,indiscriminate,"not discriminating, lacking in care, judgment, etc"
1914,indispensable,"absolutely necessary, essential, or requisite"
1915,indistinct,"not clearly defined or not having a sharp outline, faint"
1916,indivertible,not to be diverted or turned aside
1917,indomitable,"that cannot be subdued or overcome, as persons or courage"
1918,indubitable,"clearly true, providing no possibility of doubt"
1919,industrious,"working energetically and devotedly, hard-working"
1920,inedible,unfit to be eaten
1921,ineffable,incapable of being expressed or described in words
1922,inefficacious,"not able to produce the desired effect, ineffective"
1923,inefficient,unable to achieve the desired result economically
1924,ineligible,"not eligible,  not permitted or suitable"
1925,ineluctable,"incapable of being evaded, inescapable"
1926,inept,"not able to do something, not proficient"
1927,inert,"unable to move or act, inanimate"
1928,inestimable,not able to be estimated as because of great scale or degree
1929,inevitable,impossible to avoid or prevent
1930,inexcusable,not excusable
1931,inexhaustible,"impossible to exhaust, unlimited"
1932,inexorable,"unyielding, unalterable"
1933,inexpedient,"not tending to the end desired, inadvisable, unfit, improper"
1934,inexpensive,low in price
1935,inexplicable,"impossible to explain, not easily accounted for"
1936,inexpressible,unable to be expressed
1937,inextensible,not capable of being extended
1938,inextricable,impossible to untie or disentangle
1939,infallible,"unfailing in effectiveness or operation, certain"
1940,infamous,"having a bad reputation, of bad report, notoriously vile"
1941,infernal,"hellish, fiendish, diabolical"
1942,infinite,"indefinably large, countlessly great, immense"
1943,infinitesimal,"incalculably, exceedingly, or immeasurably minute"
1944,inflammable,"capable of burning, easily set on fire"
1945,inflammatory,tending to inflame or provoke somebody
1946,inflexible,"not flexible, not capable of bending or being bent, stiff"
1947,infrequent,"rarely happening or present, only occasional"
1948,ingenious,"displaying genius or brilliance, tending to invent"
1949,ingenuous,naive and trusting
1950,inglorious,"ignominious, disgraceful, not famous, obscure"
1951,ingrate,ungrateful
1952,inherent,naturally a part or consequence of something
1953,inhospitable,"not inclined to hospitality, unfriendly"
1954,inhuman,of or pertaining to inhumanity and the indifferently cruel
1955,inimical,"adverse in tendency or effect, unfavorable, harmful"
1956,inimitable,"beyond imitation, surpassing all others, matchless"
1957,iniquitous,characterized by injustice or wickedness
1958,inland,"within the land, remote from the ocean"
1959,inmost,"the very deepest within, innermost"
1960,innate,"existing in one from birth, inborn, native"
1961,innocuous,"not harmful or injurious, harmless"
1962,innumerable,"not capable of being counted, indefinitely numerous"
1963,inoffensive,not offensive
1964,inopportune,unsuitable for some particular purpose
1965,inordinate,"excessive, unreasonable or inappropriate in magnitude"
1966,inscrutable,"difficult or impossible to comprehend, fathom, or interpret"
1967,insecure,not secure
1968,insensible,unable to be perceived by the senses
1969,insentient,"having no consciousness or animation, not sentient"
1970,inseparable,"not able to be separated, bound together permanently"
1971,insidious,intended to entrap or beguile
1972,insipid,"without distinctive, interesting, or stimulating qualities"
1973,insistent,standing or resting on something
1974,insolent,insulting in manner or words
1975,insouciant,"free from concern, worry, or anxiety, carefree, nonchalant"
1976,instant,"an infinitesimal or very short space of time, a moment"
1977,instructive,"conveying knowledge, information or instruction"
1978,insufficient,not sufficient
1979,insular,"of, pertaining to, being, or resembling an island or islands"
1980,insuperable,impossible to achieve or overcome or be negotiated
1981,insuppressible,that cannot be suppressed
1982,intangible,"incapable of being perceived by the senses, incorporeal"
1983,integral,"constituting a whole together, not omittable or removable"
1984,intelligible,"capable of being understood, comprehensible, clear"
1985,interim,"an intervening time, transitional, meantime"
1986,interminable,"existing or occurring without interruption or end, ceaseless"
1987,internecine,of or pertaining to conflict or struggle within a group
1988,intestate,to be without a valid will
1989,intolerable,"not capable of being borne or endured, insufferable"
1990,intoxicant,"an intoxicating agent, as alcohol or drugs"
1991,intracellular,inside or within a cell
1992,intractable,"not easily controlled, not docile or manageable, stubborn"
1993,intramural,pertaining to something within one institution
1994,intransigent,"unwilling to compromise or moderate a position, stubborn"
1995,intrepid,"resolutely fearless, dauntless"
1996,intrinsic,"innate, inherent, inseparable from itself, essential"
1997,introductory,"introducing, giving a preview or idea of"
1998,intuitive,"doesn't require conscious thought, understood by intuition"
1999,invaluable,"of great value, costly, precious, priceless"
2000,invariable,"not variable, constant"
2001,inventive,"of, or relating to invention"
2002,inverse,"reversed position, direction, or tendency"
2003,inveterate,"settled or confirmed in a habit, practice, or feeling"
2004,invidious,calculated to create ill will or resentment or give offense
2005,invincible,"impossible to defeat, destroy or kill"
2006,inviolable,not susceptible of violence or of being profaned/corrupted
2007,involuntary,"without intention, unintentional"
2008,invulnerable,"incapable of being wounded, or of receiving injury"
2009,inwardly,"in or on, or with reference to, the inside or inner part"
2010,irascible,"easily provoked to anger, very irritable"
2011,irate,"extremely angry, wrathful, enraged"
2012,iridescent,"producing a display of lustrous, rainbow-like colors"
2013,irksome,"disagreeable or troublesome, bothersome, annoying"
2014,irrational,"not rational, unfounded or nonsensical"
2015,irreducible,not able to be reduced or lessened
2016,irrefragable,"which cannot be refuted, indisputable, clearly right"
2017,irrefragable,not able to be refuted or disproved
2018,irrefrangible,"not to broken or transgressed, inviolable"
2019,irrefutable,"undeniable, unable to be disproved or refuted"
2020,irrelevant,"not related, not applicable, unimportant, not connected"
2021,irreligious,contrary to religious beliefs and practices
2022,irreparable,"incapable of being repaired, amended, cured or rectified"
2023,irrepressible,not containable or controllable
2024,irreproachable,"free from blame, not open to reproach or criticism"
2025,irresistible,not able to be resisted
2026,irresolute,undecided or unsure how to act
2027,irresponsible,lacking a sense of responsibility
2028,irreverent,"lacking proper respect or seriousness, sarcastic"
2029,irreversible,incapable of being reversed or turned about or back
2030,irrevocable,"unable to be retracted or reversed, final"
2031,irrhetorical,not rhetorical
2032,irritable,capable of being irritated
2033,isochronous,happening at regular intervals
2034,isothermal,of a process that takes place at constant temperature
2035,jejune,"without interest or significance, dull"
2036,jingoist,"the policy or practice of jingoes, bellicose chauvinism"
2037,jocose,"given to or characterized by joking, jesting, humorous"
2038,jocular,"characterized by, or intended for joking or jesting"
2039,jocund,"cheerful, merry, gay, blithe, glad"
2040,jovial,endowed with or characterized by a hearty or joyous humor
2041,jubilant,"showing great joy, satisfaction, or triumph, rejoicing"
2042,judicial,of or relating to a court of law
2043,judicious,"having, or characterized by, good judgment or sound thinking"
2044,jugular,"relating to, or located near, the neck or throat"
2045,juridical,"pertaining to the law or rule of law, legal, judicial"
2046,juvenile,"young, not fully developed"
2047,kindred,of the same nature
2048,kinetic,pertaining to motion
2049,knotty,full of knots
2050,laborious,"requiring much physical effort, toilsome"
2051,labyrinthine,"physically resembling a labyrinth, maze-like"
2052,lachrymose,"suggestive of or tending to cause tears, mournful"
2053,lackadaisical,showing no interest or enthusiasm
2054,lackluster,"lacking brilliance or radiance, dull"
2055,laconic,"using few words, concise"
2056,lacteal,relating to milk
2057,lactic,"of, relating to, or derived from milk"
2058,laggard,"hanging back, loitering"
2059,languid,"lacking in vigor or vitality, slack or slow"
2060,lascivious,"inclined to lustfulness, wanton, lewd"
2061,latent,"present but not visible, apparent, or actualized, potential"
2062,lateral,"of or pertaining to, situated at, or directed to a side"
2063,latish,somewhat or rather late
2064,laudable,"deserving praise, praiseworthy"
2065,laudatory,containing or expressing praise
2066,lax,"lenient and allowing for deviation, not strict"
2067,laxative,"having the effect of moving the bowels, or aiding digestion"
2068,leery,"cautious, hesitant, or nervous about something"
2069,leeward,away from the direction from which the wind is blowing
2070,legacy,"anything handed down from the past, as from a predecessor"
2071,legible,"being clear enough to be read, readable"
2072,legionary,"relating to, or consisting of a legion or legions"
2073,lenient,"lax, tolerant of deviation, permissive, not strict"
2074,leonine,"of, pertaining to, or characteristic of the lion"
2075,leviathan,"very large, gargantuan"
2076,lewd,"lascivious, sexually promiscuous, rude"
2077,liable,"bound or obliged in law or equity, responsible, answerable"
2078,libertarian,relating to the beliefs of libertarians
2079,licentious,"sexually unrestrained, lascivious, libertine, lewd"
2080,licit,not forbidden by formal or informal rules
2081,liege,"sovereign, independent, having right to allegiance"
2082,ligneous,"of, or resembling wood, woody"
2083,lilliputian,"extremely small, tiny"
2084,limpid,"clear, transparent, or pellucid, as water, crystal, or air"
2085,linear,"having the form of a line, straight"
2086,lingual,related to the tongue
2087,lissome,"lithe, quick and graceful in movement"
2088,listless,"having or showing little or no interest in anything, languid"
2089,literal,"exactly as stated, understood without extra interpretation"
2090,lithe,"bending readily, pliant, limber"
2091,lithesome,describing as being lithe
2092,litigious,of or relating to litigation
2093,littoral,"of or relating to the shore, especially the seashore"
2094,livid,"enraged, furiously angry"
2095,loath,"unwilling, reluctant, averse, disinclined"
2096,locative,"indicating place, or the place where, or wherein"
2097,lofty,"high, tall, having great height or stature"
2098,logical,in agreement with the principles of logic
2099,loquacious,"talking or tending to talk much or freely, talkative"
2100,lucid,"easily understood, completely intelligible or comprehensible"
2101,lucrative,"producing a surplus, profitable"
2102,ludicrous,"idiotic or unthinkable, often to the point of being funny"
2103,lugubrious,"mournful, dismal or gloomy, especially in an affected manner"
2104,lukewarm,temperature between warm and cool
2105,luminous,"emitting light, glowing brightly"
2106,lunar,"of, or pertaining to, the moon"
2107,lurid,"shocking, horrifying"
2108,luscious,"sweet and pleasant, delicious"
2109,lustrous,"having a glow, having luster, shining"
2110,luxurious,enjoying pleasures of luxury
2111,lying,"characterized by luxury, ministering or conducive to luxury"
2112,macabre,representing or personifying death
2113,magisterial,"befitting the status of a master, authoritative"
2114,magnanimous,generous in forgiving an insult or injury
2115,magniloquent,"speaking pompously, using swelling discourse, bombastic"
2116,maladroit,"unskillful, awkward, bungling"
2117,malcontent,"dissatisfied with current conditions, discontented"
2118,maleficent,harmful or evil in intent or effect
2119,malevolent,"having or displaying ill will, wishing harm on others"
2120,malicious,"of, pertaining to, or as a result of malice or spite"
2121,malignant,"disposed to cause harm, suffering, or distress deliberately"
2122,malleable,capable of being extended or shaped by hammering or pressure
2123,manipulatable,capable of being manipulated
2124,marginal,"of, relating to, or located at a margin or an edge"
2125,marine,"pertaining to the sea (marine biology, marine insurance)"
2126,maritime,related to the sea or sailing
2127,martial,"of, relating to, or suggestive of war, warlike"
2128,martian,of or pertaining to the planet mars
2129,massive,"of or pertaining to a large mass, weighty, heavy, or bulky"
2130,material,having to do with matter
2131,maternal,"having the characteristics of a mother, motherly"
2132,mawkish,"characterized by sickly sentimentality, maudlin"
2133,meager,"deficient in quantity or quality, lacking fullness"
2134,meddlesome,having a tendency to interfere in other people's business
2135,medial,of or pertaining to a mean or average
2136,medieval,in the style of the middle ages
2137,mediocre,"ordinary, not extraordinary, not special"
2138,meek,"humbly patient or docile, as under provocation from others"
2139,melancholy,affected with great sadness or depression
2140,mellifluous,"sweetly or smoothly flowing, sweet-sounding"
2141,mellow,"soft, sweet, and full-flavored from ripeness, as fruit"
2142,melodious,"having a pleasant melody or sound, tuneful"
2143,memorable,"worthy to be remembered, very important or remarkable"
2144,mendacious,"lying, untruthful or dishonest"
2145,mendicant,"begging, living on alms"
2146,menial,of or relating to work normally performed by a servant
2147,mephitic,foul-smelling
2148,mercantile,concerned with the exchange of goods for profit
2149,mercenary,working or acting merely for money or other reward
2150,merciful,showing mercy
2151,mercurial,"changeable, volatile, fickle"
2152,meretricious,alluring by a show of flashy or vulgar attractions
2153,meritorious,"deserving of merit or commendation, deserving reward"
2154,meticulous,"showing extreme care about minute details, precise"
2155,microscopic,invisible without the use of the microscope
2156,migratory,a species or thing that migrates
2157,militant,aggressive or combative
2158,miniature,smaller than normal
2159,minion,"favoured, beloved, ""pet"""
2160,minuscule,"tiny, very small"
2161,mischievous,"causing mischief, injurious"
2162,miscreant,"depraved, villainous or base"
2163,miserly,"like a miser, very covetous, stingy, cautious with money"
2164,misty,"with mist, foggy"
2165,mnemonic,assisting or intended to assist the memory
2166,moccasin,"soft leather shoe, originally worn by native americans"
2167,modish,conforming with fashion or style
2168,momentary,lasting for only a moment
2169,momentous,outstanding in importance
2170,monastic,of or relating to monasteries or monks
2171,monetary,"of, pertaining to, or consisting of money"
2172,monitory,giving admonition and warning
2173,morbid,"suggesting an unhealthy mental state, unwholesomely gloomy"
2174,mordacious,"biting, causing a physical bite or sting, corrosive"
2175,mordant,"sharply caustic or sarcastic, as wit or a speaker, biting"
2176,moribund,"in a dying state, near death"
2177,morose,"gloomily or sullenly ill-humored, as a person or mood"
2178,motley,"comprising greatly varied elements, heterogeneous"
2179,mountainous,"having many mountains, rough (terrain), rocky"
2180,multifarious,"having multiplicity, having great diversity or variety"
2181,multiform,having more than one shape or appearance
2182,mundane,"common, ordinary, banal, unimaginative"
2183,mundane ,lacking interest or excitement; dull.
2184,municipal,of a city which administers local government
2185,munificent,larger or more generous than is usual or necessary
2186,murky,"hard to see through, as a fog or mist"
2187,musty,having a stale odor
2188,mutable,liable or subject to change or alteration
2189,mystic,involving otherworldly or symbolic practices or content
2190,nasal,of or pertaining to the nose
2191,nascent,beginning to exist or develop
2192,natal,of or relating to birth
2193,natty,smart and fashionable
2194,nautical,"of or pertaining to sailors, ships, or navigation"
2195,naval,of or relating to a navy
2196,navigable,deep enough and wide enough to afford passage to vessels
2197,nefarious,"extremely wicked or villainous, iniquitous"
2198,neglectful,failing to take care of matters which require attention
2199,negligible,too small or unimportant to be of concern
2200,negotiable,able to be traversed
2201,neolithic,hopelessly outdated
2202,neural,"of, or relating to the nerves, neurons or the nervous system"
2203,neutral,"not taking sides in a conflict such as war, nonaligned"
2204,niggardly,"withholding for the sake of meanness, stingy, miserly"
2205,nimble,quick and light in movement or action
2206,nocturnal,primarily active during the night
2207,noiseless,"producing no noise, without noise"
2208,noisome,"offensive or disgusting, as an odor"
2209,noisy,"making a noise, especially a loud sound"
2210,nominal,"being such in name only, so-called"
2211,nonchalant,casually calm and relaxed
2212,noncommittal,reluctant to give out information or show one's opinion
2213,nondescript,"of no recognized, definite, or particular type or kind"
2214,notorious,"widely known, especially for something bad, infamous"
2215,novel,"new, original, especially in an interesting way"
2216,noxious,"harmful, injurious"
2217,nude,without clothing or other covering of the skin
2218,nugatory,"of no real value, trifling, worthless"
2219,numerical,of or pertaining to numbers
2220,nuptial,of or pertaining to wedding and marriage
2221,nutritive,of or pertaining to nutrition
2222,oaken,made from the wood of the oak tree
2223,obdurate,"stubborn, unyielding"
2224,obese,extremely overweight
2225,objective,"purpose, goal"
2226,oblique,neither perpendicular nor parallel to a line or surface
2227,oblong,describing something that is longer than it is wide
2228,obnoxious,"very annoying, offensive, odious or contemptible"
2229,obsequious,"showing servile complaisance or deference, fawning"
2230,observant,alert and paying close attention
2231,obsolete,"no longer in general use, fallen into disuse"
2232,obstinate,"firmly or stubbornly adhering to one's purpose, opinion"
2233,obstreperous,"resisting control or restraint in a difficult manner, unruly"
2234,obtuse,"not quick or alert in perception, not sensitive or observant"
2235,octogenarian,"being between the age of 80 and 89, inclusive"
2236,ocular,"of, or relating to the eye, or the sense of sight"
2237,odious,"deserving or causing hatred, hateful, detestable"
2238,odoriferous,having an odor or fragrance
2239,odorous,having a distinctive odor
2240,offhand,without planning or thinking ahead
2241,officious,"obliging, attentive, eager to please"
2242,olfactory,concerning the sense of smell
2243,ominous,"portending evil or harm, foreboding"
2244,omnipotent,"almighty or infinite in power, as god"
2245,omnipresent,being everywhere simultaneously
2246,omniscient,having total knowledge
2247,omnivorous,having a diet which is neither carnivorous nor herbivorous
2248,onerous,"burdensome, oppressive, or troublesome, causing hardship"
2249,opportune,suitable for some particular purpose
2250,opposite,located directly across from something else
2251,optic,"of, or relating to the eye or to vision"
2252,opulent,"luxuriant, and ostentatiously magnificent"
2253,oracular,of or relating to an oracle
2254,oral,"uttered by the mouth, spoken"
2255,ordinal,"of a number, indicating position in a sequence"
2256,ornate,"elaborately ornamented, often to excess"
2257,orthodox,"the traditional doctrines of an ideology, faith or religion"
2258,orthogonal,"pertaining to right angles, perpendicular (to)"
