1667,epitomize,"to serve as a typical example of, typify"
1668,equalize,to make equal
1669,equivocate,"to use unclear expressions, usually in order to mislead"
1670,eradicate,to remove or destroy utterly
1671,erode,"to wear away by abrasion, corrosion or chemical reaction"
1672,err,to make a mistake
1673,escalate,"to increase (something) in extent or intensity, intensify"
1674,eschew,"to abstain or keep away from, shun, avoid"
1675,espouse,"to make one's own, adopt or embrace, as a cause"
1676,espy,"to catch sight or, to perceive with the eyes, to discover"
1677,esquire,"to attend, wait on, escort"
1678,esteem,to regard someone with respect
1679,estrange,"to cause to feel less close or friendly, alienate"
1680,eulogize,"to praise or pay homage to, especially in a formal eulogy"
1681,evacuate,to leave or withdraw from
1682,evade,"to get away from by artifice, to avoid by dexterity"
1683,evanesce,to disappear into a mist or dissipate in vapor
1684,evanescence,"to disappear gradually, vanish, fade away"
1685,evert,to turn inside out
1686,evict,to expel (one or more people) from their property
1687,evince,"to show or demonstrate clearly, to manifest"
1688,evoke,to cause a thing to manifest in someone's mind
1689,evolve,to develop gradually
1690,exacerbate,"to increase the severity, bitterness, or violence of "
1691,exacting,rigid or severe in demands or requirements
1692,exaggerate,"to overstate, to describe more than is fact"
1693,exalt,"to raise in rank, honor, power, character, quality"
1694,exasperate,"to irritate or provoke to a high degree, annoy extremely"
1695,excavate,"to make a hole in (something), to hollow"
1696,exceed,"to be larger, greater than (something)"
1697,excel,to be better or do better than someone or something
1698,excoriate,to denounce or berate severely
1699,excruciate,"to inflict intense pain on (someone), to torture"
1700,exculpate,"to clear from a charge of guilt or fault,vindicate"
1701,exemplify,to show or illustrate by example
1702,exempt,to grant (someone) freedom or immunity from
1703,exert,to put in vigorous action
1704,exhale,to expel air from the lungs
1705,exhilarate,"to enliven, invigorate, stimulate"
1706,exhort,"to urge, advise, or caution earnestly, admonish urgently"
1707,exhume,"to dig out of the ground, to take out of a place of burial"
1708,exonerate,"to relieve (someone or something) of a load, to unburden"
1709,exorcise,"to drive out an evil spirit from a person, place or thing"
1710,expand,to change from a smaller size to a larger one
1711,expatiate,"to range at large, or without restraint"
1712,expectorate,to cough up fluid from the lungs
1713,expedite,to accelerate the progress of
1714,expend,to consume or exhaust some resource
1715,expiate,to atone or make reparation for
1716,explicate,"to explain meticulously or in great detail, to analyze"
1717,exploit,to use for one?ÇÖs own advantage
1718,expostulate,to protest or remonstrate
1719,expound,to set forth or state in detail
1720,expurgate,"to edit out incorrect, or otherwise undesirable information"
1721,extenuate,"to represent (a fault, offense, etc ) as less serious"
1722,extinguish,"to put out, as in fire, to end burning, to quench"
1723,extirpate,"to remove or destroy totally, do away with, exterminate"
1724,extol,"to praise highly, laud, eulogize"
1725,extort,to take by illegal exercise of power or ingenuity
1726,extradite,to move a person from one state to another by legal process
1727,extrapolate,to infer (an unknown) from something that is known
1728,extricate,"to free, disengage, loosen, or untangle"
1729,extrude,to push or thrust out
1730,exude,"to discharge through pores, to emit, to give out"
1731,exult,"to rejoice, be very happy"
1732,fabricate,"to form into a whole by uniting its parts, to construct"
1733,facet,"one of the small, polished plane surfaces of a cut gem"
1734,facilitate,to make easy or easier
1735,facsimile,"to send via a facsimile machine, normally spoken as ?Ç£fax?Ç¥"
1736,fallow,to make land fallow for agricultural purposes
1737,falter,to waver or be unsteady
1738,famish,"to suffer or cause to suffer extreme hunger, starve"
1739,fathom,"to penetrate to the truth of, comprehend, understand"
1740,fawn,to exhibit affection or attempt to please
1741,federate,to unite in a federation
1742,feign,"to represent by a false appearance of, to pretend"
1743,feint,a movement made in order to deceive an adversary
1744,felicitate,"to congratulate, to compliment upon a happy event"
1745,fertilize,to make (the soil) more fertile by adding nutrients to it
1746,fete,to celebrate (a person)
1747,fetter,to shackle or bind up with fetters
1748,fidget,"to wiggle or twitch, to move around nervously or idly"
1749,filch,"to steal, to illegally take possession of"
1750,filibuster,to force a decision
1751,finesse,"extreme delicacy or subtlety in action, performance, etc"
1752,fission,the act of cleaving or splitting into parts
1753,fixture,"to furnish with, as, or in a fixture"
1754,flabbergasted,simple past tense and past participle of flabbergast
1755,flaunt,"to parade, display with ostentation"
1756,fleeting,"passing swiftly, vanishing quickly, transient, transitory"
1757,flinch,to make an involuntary movement in response to stimulus
1758,flourish,to thrive or grow well
1759,flout,"to treat with disdain, scorn, or contempt, scoff at, mock"
1760,fluctuate,"to vary irregularly, to swing"
1761,fluke,to obtain a successful outcome by pure chance
1762,fluster,"to confuse, befuddle"
1763,flux,flowing or flow
1764,fodder,to feed animals (with fodder)
1765,foil,to prevent (something) from being accomplished
1766,foist,to introduce or insert surreptitiously or without warrant
1767,fondle,to touch or stroke lovingly
1768,forage,to wander or go in search of provisions
1769,foray,"to scour (an area or place) for food, treasure, booty etc"
1770,forbear,"to keep away from, to avoid, to abstain from, to give up"
1771,forbid,"to command not to do something, have something, etc"
1772,ford,to cross a stream using a ford
1773,forebode,"to predict a future event, to hint at something"
1774,foreclose,repossess property whose owner has failed to make payments
1775,forego,"to precede, to go before"
1776,forejudge,"to prejudge, to judge beforehand"
1777,foreordain,to predestine or preordain
1778,forerun,to run in front
1779,foresee,"to anticipate, to predict"
1780,forestall,"to prevent, delay or hinder something, to avert"
1781,foretell,to tell what's going to happen in the future
1782,forfeit,to suffer the loss of something by wrongdoing
1783,forfend,"to prohibit, to forbid, to avert"
1784,forge,"to form by heating and hammering, beat into shape"
1785,forgo,"to let pass, to leave alone"
1786,forsake,"to abandon, to give up, to leave (permanently), to renounce"
1787,forswear,"to renounce or deny something, especially under oath"
1788,fortify,to protect or strengthen against attack
1789,foster,to nurture offspring or to provide similar to another child
1790,fracture,"to break, or cause something to break"
1791,fray,"to unravel, used particularly for the edge of cloth"
1792,fresco,"painting on a moist, plaster surface"
1793,frizz,"of hair, to form into a mass of tight curls"
1794,frizzle,to fry something until crisp and curled
1795,fulminate,"to explode with a loud noise, detonate"
1796,fumigate,"to disinfect, purify, rid of vermin with the chemical fumes"
1797,furbish,to polish or burnish
1798,furlough,a usually temporary layoff from work
1799,furrow,"to make (a) groove, a cut(s) in (the ground etc )"
1800,further,to encourage growth
1801,fuse,"to melt together, to blend, to mix indistinguishably"
1802,gainsay,"to deny, dispute, or contradict"
1803,galvanize,to stimulate by or as if by a galvanic (electric) current
1804,gambol,"to skip about, as in dancing or playing, frolic"
1805,gape,to open the mouth wide as in a yawn or surprise
1806,garble,"to confuse unintentionally or ignorantly, jumble"
1807,garner,"to reap grain, gather it up, and store it in a granary"
1808,garnish,"to decorate with ornamental appendages, to adorn"
1809,garrison,to assign troops to a military post
1810,garrote,to execute by strangulation
1811,gauge,"to measure or determine capacity, character, or ability"
1812,generalize,"to speak in generalities, or in vague terms"
1813,germinate,to begin to grow or develop
1814,gesticulate,"to make gestures or motions, as in speaking, to use postures"
1815,gesticulate,to make animated gestures while speaking
1816,gesture,to make a gesture or gestures
1817,gibbering,speaking inarticulately or meaninglessly
1818,gibe,to utter mocking or scoffing words
1819,gladden,to cause (something) to become glad
1820,glean,"to gather slowly and laboriously, bit by bit"
1821,glimmer,to shine with a faint light
1822,glimpse,to see or view briefly or incompletely
1823,gloat,to exhibit a conspicuous sense of self-satisfaction
1824,glut,"to fill to capacity, to satisfy all requirement or demand"
1825,gnash,to grind one's teeth in pain or in anger
1826,goad,"to prick or drive with, or as if with, a goad, prod"
1827,granulate,to segment into tiny grains or particles
1828,grapple,to seize something and hold it firmly
1829,grate,"to shred things, usually food, by rubbing across a grater"
1830,gratify,"to give pleasure by satisfying desires, to indulge"
1831,grimace,"to distort one's face, to make faces"
1832,grovel,to humble oneself or act in an abject manner
1833,guess,to reach a partly (or totally) unqualified conclusion
1834,guffaw,to laugh boisterously
1835,guzzle,"to drink quickly, voraciously, or to excess"
1836,gyrate,"to revolve round a central point, to revolve"
1837,hackney,to make uninteresting or trite by frequent use
1838,hail,"to cheer, salute, or greet, welcome"
1839,hallow,"to make holy, to sanctify"
1840,hamper,"to hold back, hinder, impede"
1841,hap,"to happen, to befall, to chance"
1842,harangue,to give a forceful and lengthy lecture or criticism
1843,harass,to fatigue or to tire with repeated and exhausting efforts
1844,heckle,to harass with impertinent questions or gibes
1845,heed,to give careful attention to
1846,henpeck,to nag persistently
1847,hew,"to strike forcibly with a cutting instrument, chop"
1848,hinder,"to make difficult to accomplish, act as obstacle"
1849,hoard,"to amass, usually for one's personal collection"
1850,hone,to sharpen on a hone
1851,hoodwink,to deceive or trick
1852,huckster,"to haggle, to wrangle, or to bargain"
1853,humanize,"to give, cause to have the fundamental properties of a human"
1854,humbug,to play a trick on
1855,humiliate,to injure a person's dignity and self-respect
1856,hustle,to rush or hurry
1857,hypnotize,to induce somebody into a state of hypnosis
1858,idealize,to regard something as ideal
1859,idolize,"to make an idol of, or to worship as an idol"
1860,illuminate,to shine light on something
1861,illumine,to illuminate
1862,imbibe,to drink (used frequently of alcoholic beverages)
1863,imbrue,"to stain (in, with, blood, slaughter, etc )"
1864,imbue,to stain an object completely with some physical quality
1865,immerse,"to put under the surface of a liquid, to dunk"
1866,immigrate,to move into another country to stay there permanently
1867,immolate,to sacrifice
1868,immortalize,"to bestow unending fame upon, perpetuate"
1869,immure,"to cloister, confine, imprison, to lock up behind walls"
1870,impair,"to weaken, to affect negatively"
1871,impart,"to make known, to tell, to relate"
1872,impede,"to obstruct, hinder"
1873,impel,"to urge a person, to press on, to incite to action or motion"
1874,impend,to be about to happen or occur
1875,imperil,"to put into peril, to place in danger or cause a hazard"
1876,impersonate,to assume the character or appearance of
1877,impinge,"to make an impression, have an effect or impact"
1878,implement,"to bring about, to put into practice"
1879,implicate,"to show to be involved, usually in an incriminating manner"
1880,imply,to indicate or suggest without being explicitly stated
1881,importunate,"to importune, or to obtain by importunity"
1882,importune,to harass with persistent requests
1883,impoverish,make poor
1884,impregnate,to cause to become pregnant
1885,improvise,to compose and perform without previous preparation
1886,impugn,"to challenge as false,cast doubt upon"
1887,impugned,dispute the validit or honesty of a statement or motive
1888,impute,"to reckon as pertaining or attributable, to attribute"
1889,inaugurate,to induct into office with a formal ceremony
1890,incapacitate,to make incapable (of doing something)
1891,incarcerate,"to imprison, confine"
1892,incense,to anger or infuriate
1893,incinerate,to destroy by burning
1894,incise,"to cut into, cut marks, figures, etc"
1895,incite,"to rouse, stir up or excite"
1896,increment,"to increase by steps or by a step, especially by one"
1897,inculcate,"to implant by repeated statement, teach persistently"
1898,indemnify,"to compensate for damage or loss sustained, expense, etc"
1899,indict,"to accuse of wrongdoing, charge"
1900,induce,"to lead by persuasion or influence, incite"
1901,induct,"to formally or ceremoniously install in an office, position"
1902,indulge,"(often followed by ""in""): to yield to a temptation or desire"
1903,inebriate,to cause to be drunk
1904,infer,"to derive by reasoning, conclude from premises or evidence"
1905,infest,to live in or overrun to an unwanted degree
1906,infiltrate,"to surreptitiously penetrate, enter or gain access"
1907,infirm,"to contradict, to provide proof that something is not"
1908,infringe,"break or violate a treaty, a law, a right etc"
1909,infuse,"to cause to become an element of something, insert or fill"
1910,ingraft,"to insert, as of one plant into another, for propagation"
1911,ingratiate,to establish (oneself) in the favor or good graces of others
1912,inhibit,"to hinder, to restrain"
1913,inhume,to bury in a grave
1914,initiate,"to begin, to start, to introduce"
1915,inject,to pump (especially fluids) into a cavity or passage
1916,innovate,"to alter, to change into something new"
1917,inoculate,to introduce an antigenic substance or vaccine into the body
1918,inquire,to ask (about something)
1919,inscribe,"to write or cut words onto something, to engrave"
1920,insinuate,to make a way for or introduce something by subtle means
1921,instance,"to mention as a case or example, to refer to, to cite"
1922,instigate,"to goad or urge forward, to set on, to provoke, to incite"
1923,instill,to cause a quality to become part of someone's nature
1924,institute,to begin or initiate something
1925,insulate,"cover or line with material to prevent passage of heat, etc"
1926,insult,"to treat or speak to insolently, with contemptuous rudeness"
1927,inter,to bury in a grave
1928,interact,to act one upon another
1929,intercede,to plea on someone else's behalf
1930,intercept,"to stop, deflect or divert (something in progress or motion)"
1931,interject,to insert something between other things
1932,interlude,"an intervening episode, space, period, etc"
1933,intermediate,"to mediate, to be an intermediate"
1934,intermit,"to interrupt, to stop or cease temporarily, to suspend"
1935,interpolate,to introduce (something additional) between other things
1936,interpose,to insert something (or oneself) between other things
1937,interrogate,"to question or quiz, especially in a thorough manner"
1938,intersect,"to cross, to cut"
1939,intersperse,to mix irregularly something with something else
1940,intervene,"to come between, or to be between, persons or things"
1941,intimidate,"to make timid or fearful, to inspire or affect with fear"
1942,intoxicate,to stupefy by doping with chemical substances like alcohol
1943,intricate,to become enmeshed or entangled
1944,intrigue,to conceive or carry out a secret plan intended to harm
1945,intromit,"to send, put or let in, to introduce, to admit"
1946,introspect,consider one's own internal state or feelings
1947,intrude,to enter without permission
1948,inundate,"to cover with large amounts of water, to flood"
1949,inure,"to come into use, take or have effect"
1950,inured,"to accustom to hardship, difficulty, pain, etc"
1951,invalidate,"to make invalid, especially applied to contract law"
1952,inveigh,to protest strongly or attack vehemently with words
1953,inveigle,"to convert, convince or win over with flattery or wiles"
1954,invert,to turn (something) upside down or inside out
1955,invigorate,"to impart vigor, strength, or vitality to"
1956,invoke,"to call upon (a person, especially a god) for help"
1957,involve,"to roll or fold up, to wind round, to entwine"
1958,ire,"to anger, to fret, to irritate"
1959,irk,"to irritate, annoy, bother"
1960,irradiate,"to throw rays of light upon, to illuminate, to brighten"
1961,irrigate,to supply farmland with water
1962,irritate,"to provoke impatience, anger, or displeasure"
1963,isolate,to set apart or cut off from others
1964,itinerate,to travel from place to place
1965,jaded,dulled or satiated by overindulgence
1966,jaundice,"to color by prejudice or envy, to prejudice"
1967,jaunt,"to ramble here and there, to stroll, to make an excursion"
1968,jeer,to utter sarcastic or mocking comments
1969,jettison,to cast (goods) overboard in order to lighten a vessel
1970,joggle,"to shake slightly, to jostle, to jog"
1971,journalize,to record in a journal
1972,joust,to engage in mock combat on horseback
1973,juggle,"to manipulate objects, such as balls, clubs, etc artfully"
1974,jut,to stick out
1975,juxtapose,"to place close together or side by side, esp. for comparison"
1976,juxtaposition,to place in juxtaposition
1977,keen,"to sharpen, to make cold"
1978,kindle,to start (a fire) or light (a torch)
1979,knead,to work into a mass by repeated pressure with the knuckles
1980,labyrinth,"to enclose in a labyrinth, or as though in a labyrinth"
1981,lacerate,"to tear, rip or wound"
1982,lackey,"to attend, wait upon, serve obsequiously"
1983,ladle,to serve something with a ladle
1984,lambaste,to beat or whip severely
1985,lament,to feel or express sorrow or regret for
1986,lampoon,to satirize or poke fun at
1987,lance,"to pierce with a lance, or with any similar weapon"
1988,landscape,to do various grounds maintenance
1989,lapse,"to fall away gradually, to subside"
1990,laud,"to praise, to glorify"
1991,laureate,to honor with a wreath of laurel
1992,lave,"to pour or throw out, as water, lade out, bail"
1993,lavish,"to expend or bestow with profusion, to squander"
1994,leaven,to add a leavening agent
1995,legalize,alternative spelling of legalise
1996,legging,present participle of leg
1997,legislate,"to pass laws, incl. the amending or repeal of existing laws"
1998,legitimate,"to make legitimate, lawful, or valid"
1999,lever,to move with a lever
2000,leverage,"to use, to exploit, to take full advantage (of something)"
2001,levitate,to cause to rise in the air and float
2002,levy,"to impose a tax or fine, to collect monies due"
2003,libel,to defame someone
2004,liberate,"to free, to release from restraint or bondage"
2005,lien,alternative form of lain
2006,ligature,The act of binding or tying up
2007,limber,"bending readily, pliant, lithe"
2008,lionize,to treat (a person) as a celebrity
2009,liquefy,to make into a liquid by condensing a gas or melting a solid
2010,liquidate,to settle a debt by paying the outstanding amount
2011,liquor,"to drink liquor, usually to excess"
2012,lithograph,to create a copy of an image through lithography
2013,litigate,to go to law
2014,loathe,"to hate, detest, revile"
2015,loll,"to act lazily or indolently, to recline, to lean"
2016,loot,"to steal, especially as part of war, riot"
2017,louse,to remove lice from the body of a person or animal
2018,luxuriate,to enjoy luxury
2019,lynch,"to execute without a proper trial, especially by hanging"
2020,macadamize,"to cover with small, broken stones to form a smooth surface"
2021,macerate,to soften or separate (something) into pieces by soaking
2022,madden,to make angry
2023,magnetize,to make magnetic
2024,malign,to make defamatory statements about someone or something
2025,malinger,"to pretend illness, especially in order to shirk one's duty"
2026,maltreat,to treat badly
2027,maneuver,"to move (something) carefully, and often with difficulty"
2028,manifest,"to show plainly, to make to appear distinctly"
2029,manifold,"to make manifold, multiply"
2030,mantle,to cover or conceal (something)
2031,manumit,"to release from slavery, to free"
2032,mar,"to damage or spoil, render less perfect, attractive"
2033,maraud,to roam or go around in quest of plunder
2034,maroon,"to abandon in a remote, desolate place"
2035,marred,impaired appearance
2036,marshal,to arrange troops etc in line for inspection or a parade
2037,marvel,to become filled with wonderment or admiration
2038,masquerade,"to assemble in masks, to take part in a masquerade"
2039,massacre,to kill unnecessarily and indiscriminately
2040,masticate,to chew
2041,matriculate,to enroll in a college or university as a degree candidate
2042,matter,to be important
2043,meander,"to wind, turn, or twist, to make flexuous, to wander"
2044,mediate,to resolve differences between conflicting parties
2045,meliorate,"to make better, to improve, to heal or solve a problem"
2046,merge,to combine into a whole
2047,mesmerize,"to exercise mesmerism on, to spellbind, to enthrall"
2048,metamorphose,"to change the form or nature of, transform"
2049,mete,to measure
2050,microphone,to put one or more microphones on or in
2051,migrate,to move from one region to another according to the seasons
2052,militate,"to have a substantial effect, weigh heavily"
2053,mimic,"to imitate, especially in order to ridicule"
2054,minimize,to make (something) as small or as insignificant as possible
2055,mire,to weigh down
2056,misapprehend,"to interpret incorrectly, to misunderstand"
2057,misbehave,to act or behave in an inappropriate or improper manner
2058,misconstrue,"to understand incorrectly, to misunderstand"
2059,miscount,to incorrectly count or add up
2060,misinterpret,"to make an incorrect interpretation, to misunderstand"
2061,mislay,"to lose temporarily, misplace"
2062,mismanage,to handle a responsibility in a way which is inept
2063,misnomer,"to use a misleading term, to misname"
2064,misplace,to put something somewhere and then forget its location
2065,misrepresent,"to represent falsely, to inaccurately portray something"
2066,misrule,"of a trial judge, to make a bad decision in court"
2067,mistrust,to have no confidence in something
2068,misuse,to use (something) incorrectly
2069,miter,"to finish a material at an angle, as with sides of a frame"
2070,mitigate,"to lessen in force or intensity, moderate"
2071,moderate,to reduce the excessiveness of (something)
2072,modify,to make partial changes to
2073,modulate,"to regulate, adjust or adapt"
2074,mollify,"to soften in feeling or temper, as a person, pacify, appease"
2075,molt,"to shed hair, feathers, etc and replace with a fresh layer"
2076,moot,"of little or no practical value or meaning, purely academic"
2077,mortify,"to humiliate or shame, as by injury to one's pride"
2078,mottled,to mark with spots or blotches of a different color
2079,muddle,"to mix together, to mix up, to confuse"
2080,muffle,to wrap up in fabric for warmth or protection
2081,muse,"to become lost in thought, to ponder"
2082,muster,"to gather, summon, rouse (often followed by up )"
2083,mutilate,to injure or make imperfect by irreparably damaging parts
2084,narrate,to relate a story or series of events by speech or writing
2085,nauseate,to cause nausea
2086,navigate,to control the position and course of a vehicle on a journey
2087,negate,"to deny the existence, evidence, or truth of"
2088,nestle,to settle oneself comfortably and snugly
2089,nettle,to sting causing a rash in someone
2090,network,to interact for the purpose of connections or advancement
2091,neuter,to remove sex organs from an animal
2092,niggling,"petty, trivial, inconsequential"
2093,nominate,to appoint to a duty or office
2094,nonplus,"to perplex or bewilder someone, to confound or flummox"
2095,nonplussed,"to have been rendered utterly perplexed, puzzle completely"
2096,nurture,to nourish or nurse
2097,nuzzle,to touch someone or something with the nose
2098,obfuscate,"to confuse, bewilder, or stupefy"
2099,obligate,"to compel by a social, legal, or moral tie"
2100,obliterate,"to remove or destroy all traces of, do away with"
2101,obscure,"to darken, make faint etc"
2102,obstruct,to block or fill (a passage) with obstacles or an obstacle
2103,obtrude,to impose (something) on someone or into some area
2104,obvert,to turn so as to show another side
2105,obviate,to anticipate and prevent or eliminate by effective measures
2106,occlude,"to close, shut, or stop up (a passage, opening, etc )"
2107,officiate,to perform the functions of some office
2108,ogle,"to stare at (someone or something), especially covetously"
2109,opaque,"to make, render (more) opaque"
2110,opinion,to have or express as an opinion
2111,opt,"to choose, to select"
2112,orate,"to speak formally, to give a speech"
2113,ordain,to invest with ministerial functions or holy orders
2114,oscillate,"to swing back and forth, especially with a regular rhythm"
2115,osculate,to come into close contact or union
2116,ossify,to convert into or cause to harden like bone
2117,ostracize,to exclude (a person) from society or from a community
2118,ought,indicating duty or obligation
2119,oust,"to expel, to remove"
2120,outlast,"to live, last or remain longer than something else"
2121,outreach,to exceed
2122,outride,"to ride (a horse, bicycle, etc ) better than (someone)"
2123,outstretch,to extend by stretching
2124,outstrip,to outrun or leave behind
2125,outweigh,to exceed in weight or value
2126,overhang,to hang over (something)
2127,overleap,"to leap over, to jump over, to cross by jumping"
2128,overreach,to reach above or beyond in any direction
2129,overrun,to defeat an enemy and invade in great numbers
2130,oversee,"to supervise, guide, or direct actions of a person or group"
2131,overshadow,to dominate something and make it seem insignificant
2132,overstride,to surpass
2133,overthrow,"to bring about the downfall of a government, etc."
2134,pacify,"to bring peace by ending war, violence, anger or agitation"
2135,palliate,to relieve the symptoms of
2136,palpitate,"to throb, beat strongly"
2137,pander,to cater to or profit from the weaknesses of others
2138,paralyze,to afflict with paralysis
2139,paraphrase,"to restate something as, or to compose a paraphrase"
2140,parch,"to make extremely, excessively, or completely dry"
2141,parchmnet,"the skin of sheep, used as a material on which to write"
2142,pare,"to cut off the outer coating, layer or part of"
2143,parlay,"to bet or gamble on a subsequent race, contest, etc"
2144,parley,meeting between enemies under a truce to discuss terms
2145,parry,"to avoid, deflect, or ward off (an attack)"
2146,parse,to analyse in terms of grammatical constituents
2147,participate,"to join in, to take part, to involve oneself"
2148,patent,to register an invention with a government agency
2149,patronize,to behave in an offensively condescending manner toward
2150,patter,to make a rapid succession of light taps
2151,peculate,to steal or take dishonestly
2152,pedal,to operate a pedal attached to a wheel in a circular motion
2153,peddle,"to sell things, especially door to door"
2154,penetrate,to pierce through or pass into
2155,perambulate,"to walk about, roam or stroll"
2156,perceive,"to see, to be aware of, to understand"
2157,percolate,"to pass a liquid through a porous substance, to filter"
2158,perforate,"to pierce, to penetrate"
2159,perform,"to do something, to execute"
2160,perjure,to knowingly make a false statement while under oath
2161,permeate,to penetrate and pass through without causing rupture
2162,perpetuate,to cause to last indefinitely
2163,perplex,"to cause to be puzzled or bewildered, confuse mentally"
2164,persevere,to persist in anything undertaken
2165,persist,to go on steadfastly and resolutely
2166,perspire,to emit sweat or perspiration through the skin's pores
2167,persuade,to successfully convince (someone) to do something
2168,pert,boldly forward in speech or behaviour
2169,pertain,to have reference or relation
2170,perturb,"to disturb, to bother or unsettle"
2171,peruse,to examine or consider with care
2172,pervade,to become spread through all parts of
2173,pervert,to lead astray morally
2174,peter,"to dwindle, to trail off, to diminish to nothing"
2175,petrify,to convert into stone or a stony substance
2176,philander,to make love with a woman one cannot marry
2177,pilfer,to steal in small quantities
2178,pillage,"to loot or plunder by force, especially in time of war"
2179,pinioned,tie or hold the arms or legs of (someone)
2180,pique,to affect with irritation and resentment
2181,placate,to appease or pacify
2182,plod,to walk or move slowly and heavily
2183,pluck,"to pull something sharply, to pull something out"
2184,plummet,"to drop swiftly, in a direct manner, to fall quickly"
2185,poise,"calm self-assured dignity, especially in social situations"
2186,pollute,to make foul or unclean
2187,ponder,"to wonder, to think of deeply"
2188,pontificate,"to preside as a bishop, especially at mass"
2189,portend,to serve as a warning or omen
2190,posit,"to place, put or set"
2191,possess,"to have, to have ownership of"
2192,postdate,to date with a date in the future
2193,postulate,"to ask, demand or claim"
2194,prate,"to talk much and to little purpose, to babble"
2195,prattle,"to talk incessantly and in a childish manner, to babble"
2196,precede,"to go before, go in front of"
2197,preclude,"to prevent the occurrence of, make impossible"
2198,predispose,to make someone susceptible to something (such as a disease)
2199,preempt,to acquire something (before someone else does)
2200,preengage,to engage beforehand
2201,preestablish,to establish beforehand
2202,preexist,to exist before something else
2203,preoccupy,"to distract, to occupy or draw attention elsewhere"
2204,preordain,to determine the fate of something in advance
2205,prepossess,to occupy beforehand
2206,prescribe,to order (a drug) for use by a particular patient
2207,preservation,to keep alive or in existence
2208,preside,to occupy the place of authority or control
2209,prevail,"to be superior in strength, dominance, influence"
2210,prevaricate,"to deviate, transgress, to go astray (from)"
2211,privilege,to grant some particular right or exemption to
2212,probe,"to explore, investigate, or question"
2213,proceed,"to go forward or onward, to advance"
2214,procrastinate,"to put off, to delay taking action, to wait until later"
2215,proctor,to supervise or monitor
2216,procure,to obtain through special means
2217,profess,"to make open declaration of, to own or admit freely"
2218,proffer,"to offer for acceptance, to propose to give"
2219,prognosticate,to predict or forecast
2220,proliferate,to grow or produce by multiplication of parts
2221,prolong,to extend in space or length
2222,promenade,to walk
2223,promulgate,to make known or public
2224,propagate,to cause an organism to multiply
2225,propel,to cause to move in a certain direction
2226,prophesy,to speak or write with divine inspiration
2227,propitiate,to make favourably inclined
2228,propound,"to put forward, to offer for discussion or debate"
2229,proscribe,to forbid or prohibit
2230,proselytize,to encourage or induce people to join a religious movement
2231,prostrate,"to lie flat or facedown, to throw oneself down"
2232,protract,to draw out or lengthen
2233,protrude,"to bulge outward, to stick out"
2234,purl,to finish with loops or a looped edging
2235,purloin,to take dishonestly
2236,purport,"to convey, imply, or profess outwardly, often falsely"
2237,quack,to make a noise like a duck
2238,quadruple,to multiply something by four times
2239,quaff,"to drink something with hearty enjoyment, especially alcohol"
2240,quail,to lose heart or courage in difficulty or danger
2241,qualify,to describe something by listing its qualities
2242,quarter,to divide into four parts
2243,quaver,to shake in a trembling manner
2244,quell,to suppress or extinguish
2245,query,"to ask, inquire"
2246,quibble,to complain or argue in a trivial or petty manner
2247,radiate,"to extend, send or spread out from a center"
2248,rail,"to complain violently (against, about)"
2249,ramble,"to move about aimlessly, or on a winding course"
2250,ramify,to divide or spread out into branches or branchlike parts
2251,rankle,to cause irritation or deep bitterness
2252,rant,to speak or shout at length in an uncontrollable anger
2253,rapture,to experience great happiness or excitement
2254,rasp,to scrape or abrade with a rough instrument
2255,ratify,to confirm by expressing consent
2256,ravage,to devastate or destroy something
2257,ravel,"to pull apart (especially cloth or a seam), unravel"
2258,raze,"to demolish, to level to the ground"
2259,readjust,adjust again
2260,rearrange,to change the order or arrangement of (one or more items)
2261,reassure,to restore confidence to
2262,rebuff,"to refuse, to turn down or shut out"
2263,rebuild,to build again
2264,rebuke,"to criticise harshly, to reprove"
2265,rebut,to refute by evidence or argument
2266,recant,to withdraw or disavow
2267,recapitulate,to summarize or repeat in concise form
2268,recapture,to capture something for a second time
2269,recede,"to move back, to move away"
2270,reciprocate,to give or feel in return
2271,reck,"to care for, to heed, to regard, consider"
2272,reclaim,to demand the return or restoration of something as a right
2273,recline,"to cause to lean back, to bend back"
2274,recoil,"to pull back, especially in disgust, horror or astonishment"
2275,recollect,to remember
2276,recompense,to repay
2277,reconcile,to recreate friendly relationships
2278,reconnoiter,to inspect an area in order to gain information
2279,recount,"tell someone about something, give an account of an event"
2280,recoup,"to make back, as an investment"
2281,recreate,"to give new life, energy or encouragement"
2282,recruit,to enlist a person for service in one of the armed forces
2283,rectify,to correct or amend something
2284,recuperate,to get better from an illness
2285,recur,to occur again
2286,recure,"to cure, heal"
2287,redeem,to recover ownership of something by paying a sum
2288,redound,to contribute (to a specified situation or consequence)
2289,redress,"to put in order again, to set right, to emend, to revise"
2290,reek,"to emanate, as of vapour or perfume"
2291,reestablish,to restore to a previously operational state
2292,refer,to direct the attention of
2293,reform,to put into a new and improved form or condition
2294,refract,to change direction from entering a different medium
2295,refrain,to hold back from an impulse to say or do something
2296,refurbish,to rebuild or replenish with all new material
2297,refute,to prove (something) to be false or incorrect
2298,regale,to entertain lavishly or agreeably
2299,regenerate,to construct or create anew
2300,regress,"to move backwards to an earlier stage, to devolve"
2301,regurgitate,to throw up or vomit
2302,rehabilitate,to restore to a condition of good health
2303,reign,"to exercise sovereign power, or to rule as a monarch"
2304,reimburse,to repay money spent on one's behalf
